desc,zip,title,address,towns,dt,date,time
BRADFIELD RD & SUSQUEHANNA RD; ABINGTON; 2020-01-01 @ 00:04:06,19001,Fire: FIRE ALARM,BRADFIELD RD & SUSQUEHANNA RD, ABINGTON, 2020-01-01 @ 00:04:06, 2020-01-01 , 00:04:06
SANDY HILL RD & TERRACE RD; PLYMOUTH; 2020-01-24 @ 17:51:41,19462,Traffic: VEHICLE ACCIDENT,SANDY HILL RD & TERRACE RD, PLYMOUTH, 2020-01-24 @ 17:51:41, 2020-01-24 , 17:51:41
SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-24 @ 17:58:38,19403,EMS: MEDICAL ALERT ALARM,SHANNONDELL DR & SHANNONDELL BLVD,  LOWER PROVIDENCE, 2020-01-24 @ 17:58:38, 2020-01-24 , 17:58:38
VALLEY FORGE CIR & OLD VALLEY FORGE RD;  UPPER MERION; 2020-01-24 @ 18:00:09,19406,EMS: NAUSEA/VOMITING,VALLEY FORGE CIR & OLD VALLEY FORGE RD,  UPPER MERION, 2020-01-24 @ 18:00:09, 2020-01-24 , 18:00:09
LANCASTER AVE & LANKENAU DR;  LOWER MERION; 2020-01-24 @ 18:05:38,19096,EMS: RESPIRATORY EMERGENCY,LANCASTER AVE & LANKENAU DR,  LOWER MERION, 2020-01-24 @ 18:05:38, 2020-01-24 , 18:05:38
MANATAWNY ST & GLASGOW ST;  POTTSTOWN; 2020-01-24 @ 17:51:36,19464,EMS: ABDOMINAL PAINS,MANATAWNY ST & GLASGOW ST,  POTTSTOWN, 2020-01-24 @ 17:51:36, 2020-01-24 , 17:51:36
MADEIRA AVE & OLD YORK RD; JENKINTOWN; 2020-01-24 @ 18:10:15,19046,Traffic: VEHICLE ACCIDENT,MADEIRA AVE & OLD YORK RD, JENKINTOWN, 2020-01-24 @ 18:10:15, 2020-01-24 , 18:10:15
TOWNSHIP LINE RD & W BUTLER PIKE; WHITPAIN; 2020-01-24 @ 18:08:50,19462,Traffic: VEHICLE ACCIDENT,TOWNSHIP LINE RD & W BUTLER PIKE, WHITPAIN, 2020-01-24 @ 18:08:50, 2020-01-24 , 18:08:50
SHOEMAKER RD & CONNECTING ROAD;  POTTSTOWN; 2020-01-24 @ 18:14:49,18074,EMS: CARDIAC EMERGENCY,SHOEMAKER RD & CONNECTING ROAD,  POTTSTOWN, 2020-01-24 @ 18:14:49, 2020-01-24 , 18:14:49
GODDARD BLVD & VALLEY GREEN LN;  UPPER MERION; 2020-01-24 @ 18:16:56,19406,EMS: SEIZURES,GODDARD BLVD & VALLEY GREEN LN,  UPPER MERION, 2020-01-24 @ 18:16:56, 2020-01-24 , 18:16:56
BRIDGE RD & MEADOWRIDGE LN; SKIPPACK; 2020-01-24 @ 18:20:43,19426,Traffic: VEHICLE ACCIDENT,BRIDGE RD & MEADOWRIDGE LN, SKIPPACK, 2020-01-24 @ 18:20:43, 2020-01-24 , 18:20:43
LIBERTY CT & MCAULIFFE LN;  UPPER GWYNEDD; 2020-01-24 @ 18:23:50,19446,EMS: SUBJECT IN PAIN,LIBERTY CT & MCAULIFFE LN,  UPPER GWYNEDD, 2020-01-24 @ 18:23:50, 2020-01-24 , 18:23:50
FITZWATERTOWN RD & BARTRAM RD;  UPPER MORELAND; 2020-01-24 @ 18:30:59,19090,EMS: OVERDOSE,FITZWATERTOWN RD & BARTRAM RD,  UPPER MORELAND, 2020-01-24 @ 18:30:59, 2020-01-24 , 18:30:59
LOGAN DR & FORTUNA DR;  HATFIELD TOWNSHIP; 2020-01-24 @ 18:34:35,19440,EMS: FALL VICTIM,LOGAN DR & FORTUNA DR,  HATFIELD TOWNSHIP, 2020-01-24 @ 18:34:35, 2020-01-24 , 18:34:35
IONA AVE & MEETING HOUSE LN; NARBERTH; 2020-01-24 @ 18:32:06,19072,Fire: BUILDING FIRE,IONA AVE & MEETING HOUSE LN, NARBERTH, 2020-01-24 @ 18:32:06, 2020-01-24 , 18:32:06
FARMINGTON AVE & WILSON ST; POTTSTOWN; 2020-01-24 @ 18:43:54,19464,Traffic: VEHICLE ACCIDENT,FARMINGTON AVE & WILSON ST, POTTSTOWN, 2020-01-24 @ 18:43:54, 2020-01-24 , 18:43:54
SPRING MILL AVE & POPLAR ST; CONSHOHOCKEN; 2020-01-24 @ 18:41:26,19428,Traffic: VEHICLE ACCIDENT,SPRING MILL AVE & POPLAR ST, CONSHOHOCKEN, 2020-01-24 @ 18:41:26, 2020-01-24 , 18:41:26
EGYPT RD & TURN LANE;  LOWER PROVIDENCE; 2020-01-24 @ 18:44:33,NA,EMS: HEAD INJURY,EGYPT RD & TURN LANE,  LOWER PROVIDENCE, 2020-01-24 @ 18:44:33, 2020-01-24 , 18:44:33
LINDEN LN & MAPLE AVE;  HATFIELD TOWNSHIP; 2020-01-24 @ 18:44:58,19440,EMS: SUBJECT IN PAIN,LINDEN LN & MAPLE AVE,  HATFIELD TOWNSHIP, 2020-01-24 @ 18:44:58, 2020-01-24 , 18:44:58
HANCOCK RD & AMITY LN; UPPER GWYNEDD; 2020-01-24 @ 18:33:12,19454,Traffic: DEBRIS/FLUIDS ON HIGHWAY,HANCOCK RD & AMITY LN, UPPER GWYNEDD, 2020-01-24 @ 18:33:12, 2020-01-24 , 18:33:12
HARTRANFT AVE & W MAIN ST; NORRISTOWN; 2020-01-24 @ 18:46:04,19401,Traffic: VEHICLE ACCIDENT,HARTRANFT AVE & W MAIN ST, NORRISTOWN, 2020-01-24 @ 18:46:04, 2020-01-24 , 18:46:04
DAVISVILLE RD & PENNYPACK RD;  UPPER MORELAND; 2020-01-24 @ 18:50:53,19040,EMS: CARDIAC EMERGENCY,DAVISVILLE RD & PENNYPACK RD,  UPPER MORELAND, 2020-01-24 @ 18:50:53, 2020-01-24 , 18:50:53
SCHUYLKILL EXPY & RAMP I476 SB TO I76 EB;  WEST CONSHOHOCKEN; 2020-01-24 @ 18:49:01,NA,EMS: VEHICLE ACCIDENT,SCHUYLKILL EXPY & RAMP I476 SB TO I76 EB,  WEST CONSHOHOCKEN, 2020-01-24 @ 18:49:01, 2020-01-24 , 18:49:01
SCHUYLKILL EXPY & RAMP I476 SB TO I76 EB; WEST CONSHOHOCKEN; 2020-01-24 @ 18:49:47,NA,Traffic: VEHICLE ACCIDENT,SCHUYLKILL EXPY & RAMP I476 SB TO I76 EB, WEST CONSHOHOCKEN, 2020-01-24 @ 18:49:47, 2020-01-24 , 18:49:47
SPRING MILL AVE AND ASH ST; CONSHOHOCKEN; 2020-01-24 @ 18:41:26,19428,Traffic: VEHICLE ACCIDENT,SPRING MILL AVE & ASH ST, CONSHOHOCKEN, 2020-01-24 @ 18:41:26, 2020-01-24 , 18:41:26
HANCOCK RD; UPPER GWYNEDD; 2020-01-24 @ 18:51:52,19454,Fire: FIRE SPECIAL SERVICE,HANCOCK RD, UPPER GWYNEDD, 2020-01-24 @ 18:51:52, 2020-01-24 , 18:51:52
SCHUYLKILL EXPY & RAMP I476 SB TO I76 EB; WEST CONSHOHOCKEN; 2020-01-24 @ 18:53:39,NA,Traffic: VEHICLE ACCIDENT,SCHUYLKILL EXPY & RAMP I476 SB TO I76 EB, WEST CONSHOHOCKEN, 2020-01-24 @ 18:53:39, 2020-01-24 , 18:53:39
BETHLEHEM PIKE & SPRINGFIELD AVE;  SPRINGFIELD; 2020-01-24 @ 18:54:55,19031,EMS: NAUSEA/VOMITING,BETHLEHEM PIKE & SPRINGFIELD AVE,  SPRINGFIELD, 2020-01-24 @ 18:54:55, 2020-01-24 , 18:54:55
CRICKET AVE & SCHOOL LN; LOWER MERION; 2020-01-24 @ 18:53:38,19003,Fire: FIRE ALARM,CRICKET AVE & SCHOOL LN, LOWER MERION, 2020-01-24 @ 18:53:38, 2020-01-24 , 18:53:38
CHELTENHAM AVE & CEDAR LN;  CHELTENHAM; 2020-01-24 @ 18:54:19,19027,EMS: SUBJECT IN PAIN,CHELTENHAM AVE & CEDAR LN,  CHELTENHAM, 2020-01-24 @ 18:54:19, 2020-01-24 , 18:54:19
GULPH RD & TURN LANE; UPPER MERION; 2020-01-24 @ 18:51:49,NA,Traffic: VEHICLE ACCIDENT,GULPH RD & TURN LANE, UPPER MERION, 2020-01-24 @ 18:51:49, 2020-01-24 , 18:51:49
MORRIS RD & SPRING MEADOW LN; TOWAMENCIN; 2020-01-24 @ 18:54:09,19446,Traffic: VEHICLE ACCIDENT,MORRIS RD & SPRING MEADOW LN, TOWAMENCIN, 2020-01-24 @ 18:54:09, 2020-01-24 , 18:54:09
EASTON RD & HOME DEPOT DR;  UPPER MORELAND; 2020-01-24 @ 18:58:13,19090,EMS: SYNCOPAL EPISODE,EASTON RD & HOME DEPOT DR,  UPPER MORELAND, 2020-01-24 @ 18:58:13, 2020-01-24 , 18:58:13
VALLEY FORGE RD & BOYD AVE;  UPPER GWYNEDD; 2020-01-24 @ 19:02:17,19446,EMS: RESPIRATORY EMERGENCY,VALLEY FORGE RD & BOYD AVE,  UPPER GWYNEDD, 2020-01-24 @ 19:02:17, 2020-01-24 , 19:02:17
HIGH ST & BEECH ST; POTTSTOWN; 2020-01-24 @ 19:01:41,19464,Fire: FIRE ALARM,HIGH ST & BEECH ST, POTTSTOWN, 2020-01-24 @ 19:01:41, 2020-01-24 , 19:01:41
RAMP RT422 WB TO EGYPT RD & RT422 WB; UPPER PROVIDENCE; 2020-01-24 @ 19:02:36,NA,Traffic: DISABLED VEHICLE,RAMP RT422 WB TO EGYPT RD & RT422 WB, UPPER PROVIDENCE, 2020-01-24 @ 19:02:36, 2020-01-24 , 19:02:36
EASTON RD & SUSQUEHANNA RD; ABINGTON; 2020-01-24 @ 19:03:47,19001,Traffic: VEHICLE ACCIDENT,EASTON RD & SUSQUEHANNA RD, ABINGTON, 2020-01-24 @ 19:03:47, 2020-01-24 , 19:03:47
MAIN ST & FOREST AVE;  WEST NORRITON; 2020-01-24 @ 19:10:47,19401,EMS: DIZZINESS,MAIN ST & FOREST AVE,  WEST NORRITON, 2020-01-24 @ 19:10:47, 2020-01-24 , 19:10:47
LANCASTER AVE & HAVERFORD STATION RD;  LOWER MERION; 2020-01-24 @ 19:19:18,19041,EMS: GENERAL WEAKNESS,LANCASTER AVE & HAVERFORD STATION RD,  LOWER MERION, 2020-01-24 @ 19:19:18, 2020-01-24 , 19:19:18
N GRAVEL PIKE;  LOWER FREDERICK; 2020-01-24 @ 19:30:29,NA,EMS: ALTERED MENTAL STATUS,N GRAVEL PIKE,  LOWER FREDERICK, 2020-01-24 @ 19:30:29, 2020-01-24 , 19:30:29
RAMP RT422 WB TO EGYPT RD & RT422 WB; UPPER PROVIDENCE; 2020-01-24 @ 19:43:38,NA,Traffic: DISABLED VEHICLE,RAMP RT422 WB TO EGYPT RD & RT422 WB, UPPER PROVIDENCE, 2020-01-24 @ 19:43:38, 2020-01-24 , 19:43:38
DUKE CT & KNIGHT DR;  LIMERICK; 2020-01-24 @ 19:47:35,19468,EMS: DIABETIC EMERGENCY,DUKE CT & KNIGHT DR,  LIMERICK, 2020-01-24 @ 19:47:35, 2020-01-24 , 19:47:35
CHURCH RD & BICKLEY RD;  CHELTENHAM; 2020-01-24 @ 20:04:33,19038,EMS: HEMORRHAGING,CHURCH RD & BICKLEY RD,  CHELTENHAM, 2020-01-24 @ 20:04:33, 2020-01-24 , 20:04:33
COWPATH RD & W RELIANCE RD;  FRANCONIA; 2020-01-24 @ 20:10:00,18964,EMS: BACK PAINS/INJURY,COWPATH RD & W RELIANCE RD,  FRANCONIA, 2020-01-24 @ 20:10:00, 2020-01-24 , 20:10:00
STATION AVE;  SPRINGFIELD; 2020-01-24 @ 20:09:14,NA,EMS: VEHICLE ACCIDENT,STATION AVE,  SPRINGFIELD, 2020-01-24 @ 20:09:14, 2020-01-24 , 20:09:14
STATION AVE & CHURCH RD; SPRINGFIELD; 2020-01-24 @ 20:08:25,19038,Traffic: VEHICLE ACCIDENT,STATION AVE & CHURCH RD, SPRINGFIELD, 2020-01-24 @ 20:08:25, 2020-01-24 , 20:08:25
STATION AVE & CHURCH RD; SPRINGFIELD; 2020-01-24 @ 20:19:25,19038,Traffic: VEHICLE ACCIDENT,STATION AVE & CHURCH RD, SPRINGFIELD, 2020-01-24 @ 20:19:25, 2020-01-24 , 20:19:25
LIONS GATE CIR & BECKETT CT;  FRANCONIA; 2020-01-24 @ 20:33:15,18964,EMS: ABDOMINAL PAINS,LIONS GATE CIR & BECKETT CT,  FRANCONIA, 2020-01-24 @ 20:33:15, 2020-01-24 , 20:33:15
EVANSBURG RD & HIDDEN FOREST DR;  SKIPPACK; 2020-01-24 @ 20:40:31,19426,EMS: HEAD INJURY,EVANSBURG RD & HIDDEN FOREST DR,  SKIPPACK, 2020-01-24 @ 20:40:31, 2020-01-24 , 20:40:31
DEKALB PIKE & COLONIAL DR;  EAST NORRITON; 2020-01-24 @ 20:37:39,19401,EMS: UNCONSCIOUS SUBJECT,DEKALB PIKE & COLONIAL DR,  EAST NORRITON, 2020-01-24 @ 20:37:39, 2020-01-24 , 20:37:39
EASTON RD & COLUMBIA RD;  BUCKS COUNTY; 2020-01-24 @ 20:50:21,19044,EMS: FALL VICTIM,EASTON RD & COLUMBIA RD,  BUCKS COUNTY, 2020-01-24 @ 20:50:21, 2020-01-24 , 20:50:21
JOHNSON HWY & POWELL ST;  NORRISTOWN; 2020-01-24 @ 20:46:31,19401,EMS: OVERDOSE,JOHNSON HWY & POWELL ST,  NORRISTOWN, 2020-01-24 @ 20:46:31, 2020-01-24 , 20:46:31
GULPH RD & KIRK AVE; UPPER MERION; 2020-01-24 @ 20:55:47,19406,Traffic: VEHICLE ACCIDENT,GULPH RD & KIRK AVE, UPPER MERION, 2020-01-24 @ 20:55:47, 2020-01-24 , 20:55:47
SWEDE RD & ADAMS AVE;  EAST NORRITON; 2020-01-24 @ 21:03:32,19401,EMS: CARDIAC EMERGENCY,SWEDE RD & ADAMS AVE,  EAST NORRITON, 2020-01-24 @ 21:03:32, 2020-01-24 , 21:03:32
GERMANTOWN PIKE & HANNAH AVE;  EAST NORRITON; 2020-01-24 @ 21:10:11,19401,EMS: CARDIAC EMERGENCY,GERMANTOWN PIKE & HANNAH AVE,  EAST NORRITON, 2020-01-24 @ 21:10:11, 2020-01-24 , 21:10:11
TWIN SILO DR & MORRIS RD;  WHITPAIN; 2020-01-24 @ 21:15:06,19422,EMS: HEAD INJURY,TWIN SILO DR & MORRIS RD,  WHITPAIN, 2020-01-24 @ 21:15:06, 2020-01-24 , 21:15:06
CHERRY ST & S EVANS ST;  POTTSTOWN; 2020-01-24 @ 21:15:43,19464,EMS: RESPIRATORY EMERGENCY,CHERRY ST & S EVANS ST,  POTTSTOWN, 2020-01-24 @ 21:15:43, 2020-01-24 , 21:15:43
ROCKWELL RD & MYRTLEWOOD AVE; ABINGTON; 2020-01-24 @ 21:24:02,19001,Traffic: VEHICLE ACCIDENT,ROCKWELL RD & MYRTLEWOOD AVE, ABINGTON, 2020-01-24 @ 21:24:02, 2020-01-24 , 21:24:02
CONSHOHOCKEN RD & T BLVD;  PLYMOUTH; 2020-01-24 @ 21:30:41,NA,EMS: UNCONSCIOUS SUBJECT,CONSHOHOCKEN RD & T BLVD,  PLYMOUTH, 2020-01-24 @ 21:30:41, 2020-01-24 , 21:30:41
SUMMIT DR & PARK AVE; DELAWARE COUNTY; 2020-01-24 @ 21:29:56,19010,Fire: FIRE ALARM,SUMMIT DR & PARK AVE, DELAWARE COUNTY, 2020-01-24 @ 21:29:56, 2020-01-24 , 21:29:56
PENNCO RD & STATION AVE;  UPPER PROVIDENCE; 2020-01-24 @ 21:35:35,19460,EMS: FRACTURE,PENNCO RD & STATION AVE,  UPPER PROVIDENCE, 2020-01-24 @ 21:35:35, 2020-01-24 , 21:35:35
EVERGREEN RD & W LIGHTCAP RD;  LOWER POTTSGROVE; 2020-01-24 @ 21:32:08,19464,EMS: SUBJECT IN PAIN,EVERGREEN RD & W LIGHTCAP RD,  LOWER POTTSGROVE, 2020-01-24 @ 21:32:08, 2020-01-24 , 21:32:08
SCHWAB RD & MOYER RD; HATFIELD TOWNSHIP; 2020-01-24 @ 21:32:05,19440,Traffic: VEHICLE ACCIDENT,SCHWAB RD & MOYER RD, HATFIELD TOWNSHIP, 2020-01-24 @ 21:32:05, 2020-01-24 , 21:32:05
ROCKWELL RD & MYRTLEWOOD AVE;  ABINGTON; 2020-01-24 @ 21:44:12,19001,EMS: VEHICLE ACCIDENT,ROCKWELL RD & MYRTLEWOOD AVE,  ABINGTON, 2020-01-24 @ 21:44:12, 2020-01-24 , 21:44:12
NORRISTOWN RD & MCKEAN RD; LOWER GWYNEDD; 2020-01-24 @ 21:44:45,19002,Fire: FIRE ALARM,NORRISTOWN RD & MCKEAN RD, LOWER GWYNEDD, 2020-01-24 @ 21:44:45, 2020-01-24 , 21:44:45
GERMANTOWN PIKE & BRIDLE PATH RD;  EAST NORRITON; 2020-01-24 @ 21:45:19,19403,EMS: ABDOMINAL PAINS,GERMANTOWN PIKE & BRIDLE PATH RD,  EAST NORRITON, 2020-01-24 @ 21:45:19, 2020-01-24 , 21:45:19
DEMPSEY LN & SOMERS RD;  LOWER MORELAND; 2020-01-24 @ 21:43:47,19006,EMS: ALTERED MENTAL STATUS,DEMPSEY LN & SOMERS RD,  LOWER MORELAND, 2020-01-24 @ 21:43:47, 2020-01-24 , 21:43:47
4TH ST & ERIE AVE;  TELFORD; 2020-01-24 @ 21:52:08,18969,EMS: MATERNITY,4TH ST & ERIE AVE,  TELFORD, 2020-01-24 @ 21:52:08, 2020-01-24 , 21:52:08
RAMP RT100 NB TO FARMINGTON AVE & FARMINGTON AVE; UPPER POTTSGROVE; 2020-01-24 @ 21:50:56,19464,Traffic: DISABLED VEHICLE,RAMP RT100 NB TO FARMINGTON AVE & FARMINGTON AVE, UPPER POTTSGROVE, 2020-01-24 @ 21:50:56, 2020-01-24 , 21:50:56
MARSHALL ST & CORSON ST;  NORRISTOWN; 2020-01-24 @ 22:00:06,19401,EMS: SEIZURES,MARSHALL ST & CORSON ST,  NORRISTOWN, 2020-01-24 @ 22:00:06, 2020-01-24 , 22:00:06
RUPERT RD;  LIMERICK; 2020-01-24 @ 22:04:34,19464,EMS: HEAD INJURY,RUPERT RD,  LIMERICK, 2020-01-24 @ 22:04:34, 2020-01-24 , 22:04:34
GERMANTOWN PIKE & LAUNFALL RD;  PLYMOUTH; 2020-01-24 @ 22:09:39,19462,EMS: HEAD INJURY,GERMANTOWN PIKE & LAUNFALL RD,  PLYMOUTH, 2020-01-24 @ 22:09:39, 2020-01-24 , 22:09:39
SUMMIT DR & PARK AVE; DELAWARE COUNTY; 2020-01-24 @ 22:13:40,19010,Fire: BUILDING FIRE,SUMMIT DR & PARK AVE, DELAWARE COUNTY, 2020-01-24 @ 22:13:40, 2020-01-24 , 22:13:40
1ST AVE & FREEDOM DR;  UPPER MERION; 2020-01-24 @ 22:15:16,19406,EMS: UNCONSCIOUS SUBJECT,1ST AVE & FREEDOM DR,  UPPER MERION, 2020-01-24 @ 22:15:16, 2020-01-24 , 22:15:16
HAWS AVE & W ELM ST;  NORRISTOWN; 2020-01-24 @ 22:20:06,19401,EMS: DIABETIC EMERGENCY,HAWS AVE & W ELM ST,  NORRISTOWN, 2020-01-24 @ 22:20:06, 2020-01-24 , 22:20:06
TOBY LEECH DR & DIXON RD;  CHELTENHAM; 2020-01-24 @ 22:19:39,19027,EMS: FEVER,TOBY LEECH DR & DIXON RD,  CHELTENHAM, 2020-01-24 @ 22:19:39, 2020-01-24 , 22:19:39
MAPLE AVE & CHESTNUT ST; HATFIELD TOWNSHIP; 2020-01-24 @ 22:22:00,19440,Fire: FIRE ALARM,MAPLE AVE & CHESTNUT ST, HATFIELD TOWNSHIP, 2020-01-24 @ 22:22:00, 2020-01-24 , 22:22:00
LAFAYETTE ST & JAMISON ALY;  NORRISTOWN; 2020-01-24 @ 22:24:47,19401,EMS: RESPIRATORY EMERGENCY,LAFAYETTE ST & JAMISON ALY,  NORRISTOWN, 2020-01-24 @ 22:24:47, 2020-01-24 , 22:24:47
ROSE LN & LINK RD;  LOWER MERION; 2020-01-24 @ 22:35:10,19041,EMS: OVERDOSE,ROSE LN & LINK RD,  LOWER MERION, 2020-01-24 @ 22:35:10, 2020-01-24 , 22:35:10
HECTOR ST & ASH ST; CONSHOHOCKEN; 2020-01-24 @ 22:34:27,19428,Fire: CARBON MONOXIDE DETECTOR,HECTOR ST & ASH ST, CONSHOHOCKEN, 2020-01-24 @ 22:34:27, 2020-01-24 , 22:34:27
BEAN RD & NORTH WALES RD; WORCESTER; 2020-01-24 @ 22:54:08,19422,Traffic: VEHICLE ACCIDENT,BEAN RD & NORTH WALES RD, WORCESTER, 2020-01-24 @ 22:54:08, 2020-01-24 , 22:54:08
SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-24 @ 23:00:38,19403,EMS: MEDICAL ALERT ALARM,SHANNONDELL DR & SHANNONDELL BLVD,  LOWER PROVIDENCE, 2020-01-24 @ 23:00:38, 2020-01-24 , 23:00:38
SUSQUEHANNA RD & HUNTINGDON RD;  ABINGTON; 2020-01-24 @ 23:00:08,19046,EMS: HEAD INJURY,SUSQUEHANNA RD & HUNTINGDON RD,  ABINGTON, 2020-01-24 @ 23:00:08, 2020-01-24 , 23:00:08
7TH ST & MILL ST;  BRIDGEPORT; 2020-01-24 @ 22:59:42,19405,EMS: MATERNITY,7TH ST & MILL ST,  BRIDGEPORT, 2020-01-24 @ 22:59:42, 2020-01-24 , 22:59:42
W GERMANTOWN PIKE & PLYMOUTH RD; PLYMOUTH; 2020-01-24 @ 22:56:45,19462,Traffic: DISABLED VEHICLE,W GERMANTOWN PIKE & PLYMOUTH RD, PLYMOUTH, 2020-01-24 @ 22:56:45, 2020-01-24 , 22:56:45
TWIN SILO DR & MORRIS RD;  WHITPAIN; 2020-01-24 @ 23:04:06,19422,EMS: SYNCOPAL EPISODE,TWIN SILO DR & MORRIS RD,  WHITPAIN, 2020-01-24 @ 23:04:06, 2020-01-24 , 23:04:06
RT422  & RAMP RT29 TO RT422 EB; UPPER PROVIDENCE; 2020-01-24 @ 23:12:33,NA,Traffic: VEHICLE ACCIDENT,RT422  & RAMP RT29 TO RT422 EB, UPPER PROVIDENCE, 2020-01-24 @ 23:12:33, 2020-01-24 , 23:12:33
LEVEL RD & HODES AVE;  LOWER PROVIDENCE; 2020-01-24 @ 23:18:23,19426,EMS: LACERATIONS,LEVEL RD & HODES AVE,  LOWER PROVIDENCE, 2020-01-24 @ 23:18:23, 2020-01-24 , 23:18:23
HAVERFORD AVE & HAMPDEN AVE; NARBERTH; 2020-01-24 @ 23:21:48,19072,Fire: CARBON MONOXIDE DETECTOR,HAVERFORD AVE & HAMPDEN AVE, NARBERTH, 2020-01-24 @ 23:21:48, 2020-01-24 , 23:21:48
RT422  & RAMP RT29 TO RT422 EB;  UPPER PROVIDENCE; 2020-01-24 @ 23:30:44,NA,EMS: VEHICLE ACCIDENT,RT422  & RAMP RT29 TO RT422 EB,  UPPER PROVIDENCE, 2020-01-24 @ 23:30:44, 2020-01-24 , 23:30:44
RT422  & RAMP RT29 TO RT422 EB; UPPER PROVIDENCE; 2020-01-24 @ 23:30:28,NA,Fire: VEHICLE ACCIDENT,RT422  & RAMP RT29 TO RT422 EB, UPPER PROVIDENCE, 2020-01-24 @ 23:30:28, 2020-01-24 , 23:30:28
BRIDGE RD & SERENDIPITY WAY;  SKIPPACK; 2020-01-24 @ 23:34:48,19473,EMS: EMS SPECIAL SERVICE,BRIDGE RD & SERENDIPITY WAY,  SKIPPACK, 2020-01-24 @ 23:34:48, 2020-01-24 , 23:34:48
COVENTRY AVE & GAYL RD; CHELTENHAM; 2020-01-24 @ 23:46:15,19012,Fire: FIRE ALARM,COVENTRY AVE & GAYL RD, CHELTENHAM, 2020-01-24 @ 23:46:15, 2020-01-24 , 23:46:15
WELSH RD & CARLSON DR;  UPPER MORELAND; 2020-01-24 @ 23:50:28,19090,EMS: SUBJECT IN PAIN,WELSH RD & CARLSON DR,  UPPER MORELAND, 2020-01-24 @ 23:50:28, 2020-01-24 , 23:50:28
BUTTONWOOD ST & MYRTLE ST;  POTTSTOWN; 2020-01-24 @ 23:57:18,19464,EMS: RESPIRATORY EMERGENCY,BUTTONWOOD ST & MYRTLE ST,  POTTSTOWN, 2020-01-24 @ 23:57:18, 2020-01-24 , 23:57:18
RT422  & RAMP RT29 TO RT422 EB; UPPER PROVIDENCE; 2020-01-25 @ 00:01:59,NA,Traffic: VEHICLE ACCIDENT,RT422  & RAMP RT29 TO RT422 EB, UPPER PROVIDENCE, 2020-01-25 @ 00:01:59, 2020-01-25 , 00:01:59
PIERCE ST & UNNAMED ALY;  LANSDALE; 2020-01-25 @ 00:04:01,NA,EMS: SUBJECT IN PAIN,PIERCE ST & UNNAMED ALY,  LANSDALE, 2020-01-25 @ 00:04:01, 2020-01-25 , 00:04:01
ALBEMARLE DR & NOTTOWAY DR;  LOWER GWYNEDD; 2020-01-25 @ 00:07:28,19422,EMS: DIZZINESS,ALBEMARLE DR & NOTTOWAY DR,  LOWER GWYNEDD, 2020-01-25 @ 00:07:28, 2020-01-25 , 00:07:28
SUSQUEHANNA RD & CUMBERLAND RD;  ABINGTON; 2020-01-25 @ 00:30:37,19001,EMS: FALL VICTIM,SUSQUEHANNA RD & CUMBERLAND RD,  ABINGTON, 2020-01-25 @ 00:30:37, 2020-01-25 , 00:30:37
BYBERRY RD & SHORT LN; UPPER MORELAND; 2020-01-25 @ 00:27:41,19040,Traffic: DISABLED VEHICLE,BYBERRY RD & SHORT LN, UPPER MORELAND, 2020-01-25 @ 00:27:41, 2020-01-25 , 00:27:41
IVY HILL RD & BAYARD ST;  SPRINGFIELD; 2020-01-25 @ 00:33:17,19150,EMS: HEMORRHAGING,IVY HILL RD & BAYARD ST,  SPRINGFIELD, 2020-01-25 @ 00:33:17, 2020-01-25 , 00:33:17
WASHINGTON LN & WISTAR DR; CHELTENHAM; 2020-01-25 @ 00:37:05,19027,Traffic: VEHICLE ACCIDENT,WASHINGTON LN & WISTAR DR, CHELTENHAM, 2020-01-25 @ 00:37:05, 2020-01-25 , 00:37:05
BETHLEHEM PIKE & KNAPP RD;  MONTGOMERY; 2020-01-25 @ 00:50:42,18936,EMS: RESPIRATORY EMERGENCY,BETHLEHEM PIKE & KNAPP RD,  MONTGOMERY, 2020-01-25 @ 00:50:42, 2020-01-25 , 00:50:42
BRIDGE ST & SEITZ RD;  PERKIOMEN; 2020-01-25 @ 00:46:44,19426,EMS: RESPIRATORY EMERGENCY,BRIDGE ST & SEITZ RD,  PERKIOMEN, 2020-01-25 @ 00:46:44, 2020-01-25 , 00:46:44
HECTOR ST & CHERRY ST; CONSHOHOCKEN; 2020-01-25 @ 00:47:55,19428,Fire: CARBON MONOXIDE DETECTOR,HECTOR ST & CHERRY ST, CONSHOHOCKEN, 2020-01-25 @ 00:47:55, 2020-01-25 , 00:47:55
MAIN ST & HIGHLAND RD;  LANSDALE; 2020-01-25 @ 00:54:28,19446,EMS: CARDIAC EMERGENCY,MAIN ST & HIGHLAND RD,  LANSDALE, 2020-01-25 @ 00:54:28, 2020-01-25 , 00:54:28
8TH AVE & SCHOOL ST;  COLLEGEVILLE; 2020-01-25 @ 01:00:39,19426,EMS: ABDOMINAL PAINS,8TH AVE & SCHOOL ST,  COLLEGEVILLE, 2020-01-25 @ 01:00:39, 2020-01-25 , 01:00:39
MAIN ST & GREENWOOD RD;  LANSDALE; 2020-01-25 @ 00:58:42,19446,EMS: ABDOMINAL PAINS,MAIN ST & GREENWOOD RD,  LANSDALE, 2020-01-25 @ 00:58:42, 2020-01-25 , 00:58:42
